"country,co",untry_l,ong,,name,gppd_idnr,capacity_mw,latitude,longitude,primary_fuel,other_fuel1,other_fuel2,other_fuel3,commissioning_year,owner,source,url,geolocation_source,wepp_id,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,generation_gwh_2017,estimated_generation_gwh
"USA,United",States,of,America,Huntington Resource Recovery Facility,USA0050656,28,40.8814,-73.2906,Waste,,,,1992,Huntington Resource Recovery,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,192.021,189.67,188.468,194.698,193.63,
"USA,United",States,of,America,Huron,USA0003344,57.9,44.3695,-98.1722,Gas,Oil,,,1983.227979,NorthWestern Energy - (SD),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,4.516,1.032,-0.16,0,1.271,
"USA,United",States,of,America,Huron Solar Station,USA0057523,20,36.1814,-120.0306,Solar,,,,2012,Pacific Gas & Electric Co.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,45.047,44.014,42.785,42.504,40.413,
"USA,United",States,of,America,Hurricane City Power,USA0057899,15.1,37.1856,-113.2975,Gas,Oil,,,2003.821192,Hurricane City Power,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.998,2.296,2.667,2.605,2.024,
"USA,United",States,of,America,Hurricane Creek Lift Station,USA0061267,2,39.5879,-86.1858,Oil,,,,2004,Johnson County Rural E M C,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Husky Solar,USA0059510,5,36.2847,-79.5667,Solar,,,,2017,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.273,8.681,
"USA,United",States,of,America,Hutchinson Energy Center,USA0001248,301.7,38.0906,-97.8747,Gas,Oil,,,1974.365595,Westar Energy Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,20.2,46.797,30.561,8.044,2.891,
"USA,United",States,of,America,Hutchinson Farm,USA0059564,5,35.2608,-81.5158,Solar,,,,2015,Hutchinson Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.451,9.556,10.685,10.141,
"USA,United",States,of,America,Hutchinson Plant #1,USA0001980,33.3,44.8957,-94.3684,Gas,Oil,,,1981.333333,Hutchinson Utilities Comm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,8.513,
"USA,United",States,of,America,Hutchinson Plant #2,USA0006358,90.5,44.8889,-94.3493,Gas,,,,1995.933702,Hutchinson Utilities Comm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,16.036,13.336,9.556,19.88,20.092,
"USA,United",States,of,America,Hwy 14 Holdco Solar CSG,USA0060834,5,44.0218,-92.5922,Solar,,,,2017,Hwy 14 Holdco  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.997,
"USA,United",States,of,America,Hydaburg,USA0000423,1,55.2049,-132.8214,Oil,,,,1991.8,Alaska Power and Telephone Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.013,0.013,-0.009,-0.009,-0.005,
"USA,United",States,of,America,Hyder II,USA0058383,14,33.027,-113.3489,Solar,,,,2014,Arizona Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,5.299,42.821,43.826,37.104,36.4,
"USA,United",States,of,America,Hyder Solar,USA0057563,22,33.0257,-113.344,Solar,,,,2011.227273,Arizona Public Service Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,41.43,41.99,42.004,40.655,38.483,
"USA,United",States,of,America,Hydra Community Solar,USA0061714,0,44.4249,-93.2159,,,,,,Hydra Community Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Hydraulic Race,USA0002578,3,43.1709,-78.6916,Hydro,,,,1942,Erie Boulevard Hydropower LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.265,9.328,9.716,10.685,9.313,
"USA,United",States,of,America,Hydro II,USA0007034,6.6,41.7437,-111.7832,Hydro,,,,1986,City of Logan - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10.034,15.849,16.39,19.658,30.092,
"USA,United",States,of,America,Hydro III,USA0003675,1.4,41.7464,-111.746,Hydro,,,,1926,City of Logan - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.707,4.736,5,5.108,6.049,
"USA,United",States,of,America,Hydro Kennebec Project,USA0054148,15.4,44.563,-69.6192,Hydro,,,,1989,Hydro Kennebec LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,89.911,89.439,40.68,61.113,72.646,
"USA,United",States,of,America,Hydro Plant,USA0001856,2.2,41.9711,-85.5381,Hydro,,,,1956.818182,City of Sturgis,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,8.647,8.771,7.633,9.228,7.907,
"USA,United",States,of,America,Hydro Plant No 3,USA0000925,2.8,39.2056,-111.3344,Hydro,,,,1984,City of Ephraim - (UT),U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.387,2.75,2.8,2.7,2.125,
"USA,United",States,of,America,Hyland LFGTE Facility,USA0056987,4.8,42.2853,-78.0061,Waste,,,,2008,Innovative Energy Systems Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,32.871,31.579,30.321,37.893,35.479,
"USA,United",States,of,America,Hyline Solar Center  LLC,USA0060331,9,44.1513,-117.0001,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.645,17.361,
"USA,United",States,of,America,Hyperion Treatment Plant CHP Plant,USA0060960,33,33.9254,-118.4298,Biomass,Oil,Gas,,2017,Constellation New Energy Inc.,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,72.69934,
"USA,United",States,of,America,I 95 Landfill Phase II,USA0054723,3.2,38.6892,-77.2375,Waste,,,,1993,LES Project Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,16.977,11.357,13.053,17.426,17.876,
"USA,United",States,of,America,I 95 Municipal Landfill Phase I,USA0052051,3.2,38.6892,-77.2375,Waste,,,,1992,LES Project Holdings LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,22.723,17.907,16.349,13.082,13.824,
"USA,United",States,of,America,IBM Southbury,USA0059801,1.1,41.4725,-73.207,Gas,,,,2014,Bloom Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.94,8.477,7.736,7.363,
"USA,United",States,of,America,IBM West,USA0056269,3.6,44.0587,-92.5119,Oil,,,,2005,Rochester Public Utilities,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.029,0.019,0.02,0.03,0.029,
"USA,United",States,of,America,ID Solar,USA0060445,40,43.444,-116.333,Solar,,,,2016,Cypress Creek Renewables,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,26.219,88.678,
"USA,United",States,of,America,IFF Hazlet Ground,USA0060709,3,40.4382,-74.1601,Solar,,,,2015,Marina Energy LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,5.195,4.798,
"USA,United",States,of,America,IGS Solar I - BWI2,USA0061465,1.4,39.267,-76.548,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.322,
"USA,United",States,of,America,IGS Solar I - BWI5,USA0061358,1.1,39.27,-76.548,Solar,,,,2017,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,1.969,
"USA,United",States,of,America,IGS Solar I - EWR5,USA0061359,1.9,40.582,-74.255,Solar,,,,2016,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,3.6,
"USA,United",States,of,America,IGS Solar I - EWR6,USA0061360,1.9,40.583,-74.257,Solar,,,,2016,IGS Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,3.189,
"USA,United",States,of,America,IKEA College Park 411,USA0058015,1,39.021,-76.926,Solar,,,,2012,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.42956,1.4751,1.45233,1.496,1.436,
"USA,United",States,of,America,IKEA Conshohocken Rooftop PV System,USA0061819,1,40.0952,-75.3064,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,1.212,
"USA,United",States,of,America,IKEA Grand Prairie Rooftop PV System,USA0061309,1.2,32.82,-97.05,Solar,,,,2018,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.165,
"USA,United",States,of,America,IKEA Jacksonville Rooftop PV System,USA0061821,1.4,30.23,-81.51,Solar,,,,2017,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.135,
"USA,United",States,of,America,IKEA Joliet Rooftop PV System,USA0061192,2,41.48,-88.07,Solar,,,,2018,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.024,
"USA,United",States,of,America,IKEA Las Vegas 462,USA0061193,1,36.0689,-115.2808,Solar,,,,2016,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.177,1.722,
"USA,United",States,of,America,IKEA Memphis 508,USA0061211,1.1,35.19,-89.7993,Solar,,,,2017,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.15,2.006,
"USA,United",States,of,America,IKEA Miami 327,USA0061173,1,25.7915,-80.3838,Solar,,,,2015,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.545,1.616,
"USA,United",States,of,America,IKEA New Haven Rooftop PV &  Fuel Cell,USA0061820,1.1,41.2957,-72.92,Solar,Gas,,,2013.363636,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.887,
"USA,United",States,of,America,IKEA Oak Creek Rooftop PV System,USA0061816,0,42.9029,-87.9354,,,,,,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,IKEA Perryville 460,USA0058014,2.1,39.5608,-76.0553,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.12949,2.09187,5.32026,5.45,5.14,
"USA,United",States,of,America,IKEA Round Rock 027,USA0058013,1.4,30.557,-97.6903,Solar,,,,2012,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.32947,2.26413,2.01168,1.996,1.86,
"USA,United",States,of,America,IKEA Savannah 490,USA0058011,1.2,32.1775,-81.1738,Solar,,,,2012,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.6533,1.32066,1.75428,1.955,1.779,
"USA,United",States,of,America,IKEA St. Louis 410,USA0059714,1,38.635,-90.2455,Solar,,,,2015,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.44847,1.677,1.628,
"USA,United",States,of,America,IKEA Tampa 042,USA0058012,1,27.9539,-82.4325,Solar,,,,2012,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.765,1.71369,1.65132,1.77,1.581,
"USA,United",States,of,America,IKEA Tejon 345,USA0058028,1.5,34.9753,-118.9469,Solar,,,,2011,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,3.01752,3.07989,3.00069,2.951,2.984,
"USA,United",States,of,America,IKEA Westhampton 061,USA0058016,1.8,40.0139,-74.8536,Solar,,,,2013,IKEA Property Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,2.03148,1.71369,2.23641,2.089,2.049,
"USA,United",States,of,America,ILR Landfill,USA0060375,7.7,40.4705,-74.3836,Solar,,,,2017,ILR Landfill,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0,9.3,
"USA,United",States,of,America,IMEA Flora,USA0056116,9,38.6658,-88.4625,Oil,,,,2001,Illinois Municipal Elec Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0.066,0.045,0.099,0.061,0.181,
"USA,United",States,of,America,IMEA Highland,USA0056114,3.6,38.7417,-89.6847,Oil,,,,1996,City of Highland,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0,
"USA,United",States,of,America,IMPA Anderson Solar Park,USA0060253,5,40.0516,-85.7371,Solar,,,,2017,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,6.731,
"USA,United",States,of,America,IMPA Anderson Solar Park 2,USA0061054,8.1,40.1383,-85.6909,Solar,,,,2018,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.039,
"USA,United",States,of,America,IMPA Crawfordsville Solar Park,USA0059483,3,40.0531,-86.8872,Solar,,,,2015,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.184,4.612,4.497,
"USA,United",States,of,America,IMPA Frankton Solar Park,USA0059479,1,40.2164,-85.7747,Solar,,,,2014,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.478,1.256,1.286,0.712,
"USA,United",States,of,America,IMPA Huntingburg Solar Park,USA0060251,2,38.3196,-86.9681,Solar,,,,2016,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,0.82,3.003,
"USA,United",States,of,America,IMPA Pendleton Solar Park,USA0059770,2,39.9886,-85.7709,Solar,,,,2015,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.359,3.133,3.208,
"USA,United",States,of,America,IMPA Peru Solar Park,USA0059481,3,40.7678,-86.0456,Solar,,,,2015,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.311,4.358,4.548,
"USA,United",States,of,America,IMPA Rensselaer Solar Park,USA0059480,1,40.9461,-87.1364,Solar,,,,2014,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.771,1.468,1.298,0.762,
"USA,United",States,of,America,IMPA Richmond Solar Park,USA0059478,1,39.8011,-84.895,Solar,,,,2014,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0.373,1.696,1.757,1.719,
"USA,United",States,of,America,IMPA Tell City Solar Park,USA0059482,1,37.9461,-86.7375,Solar,,,,2015,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,0.757,1.374,1.555,
"USA,United",States,of,America,IMPA Washington Solar Park,USA0060252,4,38.6535,-87.2092,Solar,,,,2016,Indiana Municipal Power Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,1.353,5.686,
"USA,United",States,of,America,IND Solar Farm (Phase IIA),USA0059424,7.5,39.6947,-86.3217,Solar,,,,2015,Indy Airport Solar Project II  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,0,14.043,14.651,13.747,
"USA,United",States,of,America,IND Solar Farm 1st Phase,USA0058391,10,39.6952,-86.3155,Solar,,,,2013,IND Solar Farm,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,17.796,15.593,15.9,16.089,15.603,
"USA,United",States,of,America,INDY III,USA0059823,2.5,39.723,-86.3145,Solar,,,,2015,Bulldog Energy Airport LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,1.126,4.587,4.34,
"USA,United",States,of,America,IOS - ERW9,USA0061466,5.3,40.595,-74.225,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,2.832,
"USA,United",States,of,America,IOS - MEW Phase 1,USA0061460,4.1,44.804,-69.838,Solar,,,,2017,IGS ORIX Solar I  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,4.981,
"USA,United",States,of,America,IP Springfield Oregon,USA0050191,65,44.0569,-122.9555,Biomass,Oil,Gas,,1966.384615,International Paper Corporation,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,76.122663,71.137,0,77.787,87.089,
"USA,United",States,of,America,IRC Generator Facility,USA0056899,3,36.9708,-112.5264,Oil,,,,1987,Garkane Energy Coop  Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,-0.024,0,-0.013,-0.021,0.012,
"USA,United",States,of,America,IRE Solar I  LLC,USA0061717,1,44.3,-75.5,Solar,,,,2018,Scotch Settlement,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,0.004,
"USA,United",States,of,America,ISH Solar Central  LLC,USA0057799,1.4,40.2675,-74.2786,Solar,,,,2011,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.854,1.857,1.263,1.937,1.792,
"USA,United",States,of,America,ISH Solar Hospital Downey,USA0057841,1.1,33.9217,-118.1244,Solar,,,,2011,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.683,1.71,1.053,1.616,1.539,
"USA,United",States,of,America,ISH Solar Hospital SDMC,USA0057840,1.1,32.7917,-117.0953,Solar,,,,2012,SunEdison LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.75,1.75,1.087,1.629,1.443,
"USA,United",States,of,America,ITT Cogen Facility,USA0052021,7.4,41.8344,-87.6285,Gas,Oil,,,1991,Illinois Institute-Technology,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,0,0,0,0.113,
"USA,United",States,of,America,IVC Solar,USA0061692,3,32.8319,-115.5066,Solar,,,,2017,ZGlobal Inc,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,5.78,
"USA,United",States,of,America,Iatan,USA0006065,1640,39.4472,-94.98,Coal,,,,1996.719512,Kansas City Power & Light Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,10597.27473,9187.941971,9406.011973,9762.360036,10886.59911,
"USA,United",States,of,America,Icarus Solar,USA0060169,0,35.3695,-77.8534,,,,,,Sunlight Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Ice Harbor,USA0003925,603,46.2498,-118.8798,Hydro,,,,1969.731343,USACE Northwestern Division,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1385.372,1725.926,1439.3,1667.942,2036.324,
"USA,United",States,of,America,Icebreaker Offshore Wind Farm,USA0058941,0,41.6058,-81.8058,,,,,,Lake Erie Energy Development Corp,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Ida Grove Wind,USA0060342,301.1,42.3557,-95.4204,Wind,,,,2016.705413,MidAmerican Energy Co,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,215.994,1194.675,
"USA,United",States,of,America,Iga Solar,USA0060170,0,35.9412,-78.2165,,,,,,Sunlight Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Imboden Solar Garden,USA0061753,0,39.7868,-104.5836,,,,,,AEP Onsite Partners,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Imclone Solar Electric Facility,USA0059631,8,40.555,-74.7094,Solar,,,,2014,KDC Solar O&M LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,8.724,13.128,13.582,12.474,
"USA,United",States,of,America,Imperial Savannah LP,USA0050146,11.7,32.144,-81.1466,Gas,Coal,,,1966.461538,Imperial Savannah LP,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,34.31,47.996,40.155,42.638,38.432,
"USA,United",States,of,America,Imperial Solar Energy Center South,USA0057490,128.9,32.6633,-115.6583,Solar,,,,2013,CSOLAR IV South LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,155.691,323.788,319.741,294.191,280.649,
"USA,United",States,of,America,Imperial Solar Energy Center West,USA0057491,148.7,32.7722,-115.7793,Solar,,,,2016,CSOLAR IV West LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,315.255,390.616,
"USA,United",States,of,America,Imperial Valley Solar  LLC,USA0056917,199.9,32.6711,-115.5873,Solar,,,,2013.494747,Imperial Valley Solar  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,37.16,500.555,538.685,536.525,536.083,
"USA,United",States,of,America,Imperial Valley Solar Co (IVSC) 2  LLC,USA0059657,20,33.2522,-115.4975,Solar,,,,2015,Dominion Renewable Energy,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,18.588,49.654,48.291,
"USA,United",States,of,America,Imperial Valley Solar Company 1 LLC,USA0058062,23,33.2458,-115.4967,Solar,,,,2012,Imperial Valley Solar Company 1 LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,54.528,52.446,52.626,52.939,51.706,
"USA,United",States,of,America,Improvement Dst No. 4,USA0057895,1.1,35.4028,-119.0386,Solar,,,,2009,Kern County Water Agency,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,1.931,1.662,1.358,1.502,1.764,
"USA,United",States,of,America,Inadale Wind Farm LLC,USA0056984,197,32.4969,-100.5797,Wind,,,,2009,E ON Climate Renewables N America LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,549.3,592.687,495.005,539.177,506.879,
"USA,United",States,of,America,Indeck Corinth Energy Center,USA0050458,147,43.25,-73.8125,Gas,Oil,,,1995,Indeck-Corinth Ltd Partnership,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,904.129,0,762.006996,680.433996,671.271999,
"USA,United",States,of,America,Indeck Energy-Alexandria,USA0058595,16,43.5608,-71.7806,Waste,,,,2008,Indeck Energy-Alexandria  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,110.246,106.331,109.63,114.181,33.251,
"USA,United",States,of,America,Indeck Jonesboro Energy Center,USA0010765,27.5,44.6781,-67.5477,Waste,,,,1988,Covanta Maine LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,105.619,126.621001,126.925001,34.819,26.512,
"USA,United",States,of,America,Indeck Niles Energy Center,USA0055460,0,41.8621,-86.2214,,,,,,Indeck Niles  LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,,,,,,
"USA,United",States,of,America,Indeck Olean Energy Center,USA0054076,90.6,42.0859,-78.4543,Gas,Oil,,,1994,Indeck-Olean Ltd Partnership,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,141.503,332.762002,386.518999,120.697,82.627,
"USA,United",States,of,America,Indeck Oswego Energy Center,USA0050450,57.4,43.4717,-76.4935,Gas,Oil,,,1990,Indeck-Oswego Ltd Partnership,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,46.844,65.294,88.781,52.785,55.818,
"USA,United",States,of,America,Indeck Silver Springs Energy Center,USA0050449,56.6,42.6544,-78.0772,Gas,Oil,,,1991,Indeck-Energy Serv Silver Spg,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,0,37.22666,112.07865,81.72541,56.77701,
"USA,United",States,of,America,Indeck West Enfield Energy Center,USA0010766,27.5,45.2537,-68.6279,Waste,,,,1988,Covanta Maine LLC,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,111.414,0,0,0,90.381,
"USA,United",States,of,America,Indeck Yerkes Energy Center,USA0050451,59.9,42.9671,-78.9182,Gas,Oil,,,1990,Indeck-Yerkes Ltd Partnership,U.S. Energy Information Administration,http://www.eia.gov/electricity/data/browser/,U.S. Energy Information Administration,,2017,56.214,67.549,121.26,103.464,48.75,
